name,frequency
Waneta,300
Luverne,299
Rosevelt,299
Murphy,299
Lonzo,299
Freeda,297
Arvid,296
Lorenza,294
Gwen,294
Abel,294
Orrin,294
Juliet,293
Martina,292
Eldred,292
Hilma,291
Stacia,291
Carlyle,291
Milan,290
Sherwood,290
Queenie,288
Galen,288
Tomasa,287
Carey,287
Werner,286
Antonetta,285
Jonathan,285
Masako,284
Crawford,284
Hiroshi,284
Ova,283
Eda,283
Annamae,283
Judge,283
Jason,283
Exie,282
Romaine,281
Adolphus,281
Merritt,281
Vita,280
Domenica,279
Clemmie,278
Clovis,277
Carleton,276
Neoma,275
Clarance,275
Omar,275
Brady,274
Florida,273
Lawson,273
Euna,272
Loyce,272
Seth,272
Artis,271
Turner,271
Mallie,270
Estel,270
Lilian,270
Loyal,270
Dillard,270
Foy,269
Eino,269
Pearle,268
Kathryne,268
Bryant,267
Aldona,266
Ozella,264
Milburn,263
Ricardo,263
Nicolas,263
Ellwood,263
Verl,262
Rosanna,261
Evans,261
Murry,261
Lurline,260
Orin,260
Nunzio,259
Earlie,258
Eulalia,258
Roselyn,258
Leopold,258
Abram,258
Lilla,257
Haruko,257
Lucretia,257
Sandra,257
Greta,257
Waymon,255
Vicente,255
Furman,254
Clemens,254
Cloyd,254
Viva,253
Goldia,253
Herminia,253
Gregoria,253
Finis,252
Arlo,251
Lera,250
Shelton,250
Shizuko,249
Vlasta,249
Bennett,249
Eduardo,249
Blair,249
Oswald,248
Logan,248
Louvenia,247
Mammie,247
Lavinia,247
Leander,247
Kiyoshi,247
Normand,247
Reino,247
Margarett,246
Moe,246
Shizue,245
Merl,245
Felipa,244
Toivo,244
Willia,243
Howell,242
Norene,241
Mahlon,241
Aida,240
Kyle,240
Rayford,240
Lambert,240
Glenda,239
Santina,239
Golden,239
Catalina,238
Fidel,238
Olaf,237
Jennings,236
Verdie,235
Luz,235
Jeane,235
Dimple,234
Alford,234
Corrie,233
Evert,233
Bertrand,233
Hilbert,233
Denzil,233
Sofia,232
Kiyoko,232
Webster,232
Hazle,231
Fumiko,231
Assunta,231
Sandy,231
Arvel,230
Kazuo,230
Reinhold,230
Michelina,229
Jesusa,229
Johnson,229
Madison,228
Worth,228
Kathlyn,227
Christene,227
Annabell,227
Alline,226
Nathalie,226
Carole,225
Alease,225
Bernita,225
Alejandro,225
Vincenzo,225
Luisa,224
Margarito,224
Enola,223
Oneta,223
Toshiko,223
Eugenie,222
Elliot,222
Arne,222
Antionette,221
Berry,221
Zigmund,221
Hildred,220
Hayward,220
Attilio,219
Margaretta,218
Ewell,218
Minoru,218
Zona,217
Benita,217
Hideo,217
Adelbert,217
Delfina,216
Lea,216
Reynold,215
Leonore,214
Guillermo,214
Wm,214
Sylvan,214
Inell,213
Jodie,213
Concha,212
Melton,212
Toshio,212
Socorro,211
Gaston,211
Arvil,211
Hortencia,210
Beatriz,210
Hunter,209
Joaquin,209
Verlin,209
Fredric,208
Myrle,207
Laurette,207
Green,207
Elwyn,207
Trudie,206
Hosea,206
Roderick,206
Burdette,205
Dempsey,204
Hildegard,203
Benton,203
Emmer,202
Adaline,202
Lindsey,202
Cordie,201
Nedra,201
Natividad,201
Hermina,201
Stanford,200
Ceola,199
Emmet,199
Virgle,199
Watson,199
Rossie,198
Beaulah,198
Chiyoko,197
Coletta,197
Gerrit,197
Hassie,195
Maybell,195
Olympia,195
Signe,195
Bernie,195
Cleve,195
Estill,195
Ardell,194
Astrid,194
Adolfo,194
Jones,193
Jule,192
Johnsie,192
Sammy,192
Miller,192
Wylie,192
Nevin,192
Venita,191
Carlota,190
Bernardine,190
Harding,190
Erling,190
Ezell,189
Antonina,189
Gerhard,189
Metro,189
Garrett,188
Gay,187
Gary,187
Letitia,186
Emmit,186
Christ,185
Ennis,184
Sheila,184
Woodroe,184
Marcos,184
Dayton,184
Janis,183
Ofelia,183
Leamon,183
Rowland,183
Chalmer,183
Onie,182
Olevia,182
Almeta,182
Daphne,182
Tillman,182
Olan,182
Garth,182
Gennaro,182
Mariano,182
Felice,181
Brooks,181
Trula,180
Rosaline,179
Clint,179
Shigeru,179
Herlinda,178
Thora,178
Rosaria,178
Duncan,178
Hezekiah,177
Fritz,177
Lexie,176
Soledad,175
Myles,175
Reyes,174
Elza,174
Dexter,174
Mitsuko,173
Whitney,173
Verlie,172
Ressie,172
Fairy,172
Junious,172
Sumner,172
Nat,172
Creola,171
Ethyl,171
Juliana,171
Josh,171
Lonie,170
Imelda,170
Gino,170
Pierre,170
Rueben,170
Delpha,169
Lucie,168
Eugenio,168
Giles,168
Florrie,167
Oneal,167
Hamilton,167
Toby,166
Dawn,165
Hayden,165
Agustin,165
Enrico,165
Alfonse,165
Ardella,164
Eulah,163
Maryellen,163
Chas,163
Cosmo,163
Francesco,163
Ivey,162
Hertha,162
Adelia,162
Craig,162
Eloy,162
Bartholomew,162
Luigi,162
Birtha,161
Susanne,161
Norwood,161
Donato,160
Ozie,159
Vinnie,159
Alba,159
Lon,159
Baxter,159
Gizella,158
Estela,158
Takeo,158
Mac,158
Danny,158
Nels,158
Ewald,158
Huey,157
Bradley,157
Aurelio,157
Myer,157
Vilma,156
Tracy,156
Zack,156
Orvil,156
